Turnover (Lacs)
3427.43
3171.42
2168.84
3003.79
3452.47
4366.89
1905.12
2137.51
3144.41
5845.75
7637.53
5359.78
2198.67
2033.52
2293.76
3006.86
1983
2549.95
5621.37
4485.21
4964.89
2196.49
1425.46
2068.14
2641.78
2511.75
1972.13
1636.02
4157.98
1847.07
1779.67
2013.41
1558.96
1435.63
910.88
1838.9
1444.34
1897.26
2073.09
2581.07
2385.92
10835.58
1736.48
2122.54
6433.14
1437.23
1642.96
1966.07
2346.43
1632.17
2356.03
1242.12
1929.81
2899.6
3146.21
2800.01
2202.25
3509.67
3079.38
2722.96
1803.31
4557.84
3168.41
4110.55
4381.41
5286.28
9552.1
3313.05
4332.96
3920.26
2738.14
5746.46
1805.03
1169.88
2322.75
1515.67
1561.79
1040.72
2933.15
2381.46
2518.52
7066.2
2088.58
1574.65
1871.67
1827.19
2369.22
2144.39
1341.58
1314.08
1672.79
1978.89
3183.39
1969.94
2498.72
3121.95
3157.09
3039.13
5036.55
9084
1580.78
2100.16
1635.01
982.7
1166.6
1272.85
952.83
1233.64
1708.02
1367.68
1090.57
688.06
4668.88
1764.05
1061.75
663.16
517.65
1573.67
630.23
818.98
721.93
1354.06
1244.54
1241.44
1047.42
870.77
498.73
891.02
1006.49
826.44
790.28
1153.8
997.33
2759.52
1021.86
621.51
942.51
1141.18
1354.02
1497.39
1846.66
1726.87
1636
1487.76
1998.63
2444.39
2098.12
1729.5
2571.17
2551.58
3996.57
2322.63
2408.65
1571.34
5766.07
2821.05
3676.04
2726.12
6252.64
3546.48
2510.17
5932.76
2736.84
2751.99
2087.7
598.95
3195.54
11813.66
5290.8
4848.43
4200.26
2667.13
4276.92
10411.71
4153.1
4826.62
6001.16
4631.63
3145.51
6233.4
9528.1
14554.9
3782.65
2741
2041.23
6621.12
9527.29
4746.09
3938.54
5004.07
1671.52
2272.11
2480.4
1906.02
4235.35
1991.88
1429.46
3060.59
1687.44
1647
3401.42
1852.52
2384.65
3534.56
1969.16
2561.91
2231.58
2058.33
6958.79
4163.7
1791.19
1947.98
3228.51
1250.08
1074.7
2088.3
1414.49
1568.72
4614.1
12302.18
3446.81
1988.02
2088.78
1996.69
1646.87
2823.73
4351.61
5255.56
4878.82
1687.67
2195.84
2649.89
2501.25
2518.99
5074
3004.79
2112.71
1448.93
1726.29
2157.91
2259.91
1718.88
2871.1
1269.1
1539.68
7243.79
3671.52
3551.68
3275.46
2715.77
4327.25
1784.79
3546.81
563.25
923.88
2178.65
1881.45
2116.66
3705.09
5461.09
1119.05
3554.62
2952.57
826.5
1034.82
2152.68
651.64
689.22
777.45
819.71
797.88
1646.87
2143.66
1732.8
1705.09
561.05
1306.62
776.14
1287.08
825.83
1319.18
704.54
731.78
625.29
1437.25
772.29
868.5
1054.9
1638.36
860.64
1042.22
2587.18
2396.79
1199.34
943.57
863.98
1079.74
1904.59
918.68
1116.52
938.67
1254.56
765.29
1370.59
1576.32
1986.04
1013.25
1873.57
1972.21
2319.85
4282.06
1653.92
1478.76
1792.49
1006.63
2442.85
1617.02
1109.23
1250.14
1852.75
1358.32
1370.57
1812.31
1927.34
1536.64
1382.47
1351.06
1591.12
1719.38
2512.03
9939.52
809.55
1111.6
1253.34
1431.57
1493.94
1304.05
1412.03
1163.62
2152.86
6005.93
1954.04
1349
1528.91
976.55
1366.68
1080.52
923.04
752.61
1162.35
1901.94
815.65
855.91
1349.05
1613.85
1560.91
1766.28
2571.55
2297.61
1916.53
2586.28
1896.92
1714.3
1841.84
1461.84
1225.47
2195.84
1367.84
1148.71
2140.74
2531.27
1794.94
1125.27
2070.14
796.72
864.77
1486.74
1633.27
2391.93
1629.29
789.08
1035.44
1118.18
947.59
1547.19
1729
644.25
1014.28
932.1
771.53
1240.7
1165.48
1578.15
2570.62
825.13
1119.09
1547.91
637.58
1205.33
1523.05
744.3
940.98
128.04
666.03
1418.14
1083.85
1160.19
739.23
686.8
822.29
1040.85
2844.74
807.08
1204.09
1020.96
572.15
812.5
3446.98
544.71
477.91
794.31
1914.35
1368.62
764.14
1775
1126.76
1320.85
1321.99
980.21
1576.66
1171.44
1269.48
1587.58
1258.15
1308.78
1605.09
782.08
1602.92
859.2
1176.89
970.86
972.27
1276.1
1940.34
1692.06
1626.4
2994.97
5772.22
2277.36
3164.18
2394.47
4145.58
8010
1656.95
5810.86
4533.74
1359.79
1801.53
2003.37
2943.2
1050.35
2261.48
1418.21
1614.87
1750.14
1752.87
1417.95
5520.4
2216.78
3027.33
2374.57
3262.18
2523.61
1589.08
1779.17
1720.29
2176.94
2839.13
1823.96
2742.65
3378.35
2921.63
1109.54
2113.74
2707.3
2348.59
2140.22
1413.1
2183.57
4355.13
1687.12
1412.33
2501
3586.44
5696.62
1809.6
1240.8
3687.65
2271.11
2837.31
1377.75
1720.83
1292.67
2962.18
1716.65
2490.3
3422.1
2149.62
1095.41
1200.24
2617.89
1047.42
2926.25
3142.58
2965.56
827.64
1949.39
7496.33
1353.39
1662.47
1292.69
1497.68
1028.35
2418.83
1688.58
2226.75
3278.78
2005.47
3217.77
4303.91
3334.45
2211.64
3275.22
3207.9
2584.34
1584.73
3487.14
2617.78
5266.83
4300.52
1748.12
3494.39
4056.15
4690.1
2696.67
1947.21
2177.09
6782.77
5017.83
10128.78
1296.8
1737.96
2737.89
1273.34
867.44
2073.89
1214.3
3052.8
3012.11
2326.57
1961.73
1821.99
2762.52
2744.14
1989.44
2211.87
2069.88
3513.26
3406.94
2802.86
2151.99
3668.1
2253.68
3543.11
6991.32
1902.4
1263.62
2393.9
4531.01
2388.09
2178.49
2559.44
4624.45
2161.16
1762.78
1087.98
2463.48
2675.02
1735.14
2596.83
2209.3
2126.97
3759.09
2516.83
3110.99
8901.67
6490.15
4476.22
2885.37
2614.45
3892.41
3695.01
4264.27
1895.53
1563.52
2007.98
1848.1
2140.11
2417.14
2590.49
6224.83
3501.39
4090.99
3565.59
2866.56
3114.04
809.15
2033.66
1113.03
1355.87
1464.89
10234.09
2066.45
2437.44
2155.17
2274.32
7111.7
4237.13
2301.64
2134.25
1568.11
1720.32
2092.18
2519.47
2363.59
2754.59
4640.58
5601.51
3041.02
6004.17
11306.09
2529.82
2627.56
2872.28
2423.46
2614.65
5966.47
2730.7
7408.49
4078.76
3157.95
2959.17
2634.39
2497.12
4160.75
3948.85
4416.86
7604.24
7236.35
1700.6
1806.42
1603.41
833.42
3147.75
4011.2
3207.19
6023.07
3500.78
3097.04
3195.34
5845.16
5202.87
2437.49
3656.4
1915.37
3068.51
3353.22
4637.96
4790.09
3644.9
5186.1
7371.9
10619.19
3674.2
4396.31
6123.67
4600.91
7303.7
10330.87
3201.93
3317.68
5606.74
7205.7
9057.72
2799.1
2958.67
2468.07
4605.77
1584.33
1463.14
2339.38
1989.69
2856.86
4947.97
2870.42
1865.07
1853.86
2307.57
1971.83
1839.77
3610.85
2398.36
2934.91
2762.97
2598.58
3662.11
6392.01
4221.98
4288.36
4866.55
4543.21
4724.96
4300.12
3108.11
7996.8
3358.75
3960.97
2848.19
3695.88
4841.91
5096.64
5442.65
5446.75
3444.07
7163.27
9344.38
6649.77
9371.11
10218.17
9358.11
8519.47
7627.68
7365.66
15024.93
4041.91
4823.27
5065.77
4387.12
6818.61
10888.76
6987.01
12678.57
20262.26
15130.67
28176.94
3917.45
7258.03
4531.68
4880.48
6351.86
7548.4
2593.44
2720.85
9004.67
4730.58
5062.35
3905.09
5141.38
7374.52
5314.8
3207.68
2725.39
3463.9
2598.42
1762.88
2114.43
1424.64
1800.54
1560.97
1796.36
3708.75
1973.43
2217.95
2878.25
5157.88
3541.28
4642.58
7195.4
1740.82
2245.4
2734.32
3102.94
4917.5
2224.22
2998
3557.03
3983.2
7412.34
6228.57
5700.15
4474.49
2526.9
1736.63
1776.32
179.78
3999.94
2243.74
2815.35
1329.52
1760.76
1793.26
3090.43
3045.88
3064.66
4163.87
4256.23
3259.93
4182.18
4105.11
2600.32
2619.52
1469.54
873.85
1711.81
1105.59
1241.11
1811.73
1500
1490.75
1979.3
2145.07
2119.11
2030.88
2944.82
4119.2
2041.25
4052.98
3023.42
3603.27
7005.22
3477.95
3211.22
2557.45
2929.81
1769.79
6885.96
2959.65
3774.17
2784.42
3209.54
1695.44
3309.89
3600.63
3988.81
2738.72
3343.22
1950.31
2411.31
2819.87
3351.03
3160.15
3620.28
5054.86
5797.01
16618.38
4683.08
4817.62
8298.94
2704.13
2462.36
2443.6
1834.35
1608.29
1745.97
1889.48
2689.55
3674.98
2029.35
2304.46
2267.72
3286.14
3091.19
3005.77
5318.02
2699.14
3641.28
3285.91
3306.1
4355.49
4034.8
5596.79
8407.83
6161.68
17299.48
2891.59
3059.76
1883.24
3874.98
3437.64
2960.86
868.66
6227.17
4991.85
3158.04
3350.14
1733.67
7337.93
8096.77
1950.57
2583.68
5252.89
4163.49
4381.6
1805.49
2039.09
3030.76
4978.8
3204.49
2688.94
